"laptop_ID","Company","Product","TypeName","Inches","ScreenResolution","RamGB","OpSys","Weight","Price_euros","Procesor","TaktGHz","Karta Graficzna","Memory","Memory_type"
"488","Dell","Vostro 3568","Notebook","15.6","1366x768","4","Windows 10","2.18","586.6","Intel Core-i3","2.4","Intel HD","1024","HDD"
"489","HP","ProBook 430","Notebook","13.3","IPS Panel Full HD 1920x1080","4","Windows 10","1.49","726","Intel Core-i5","1.6","Intel UHD","128","SSD"
"490","Chuwi","Lapbook 15,6","Notebook","15.6","Full HD 1920x1080","4","Windows 10","1.89","248.9","Intel","1.44","Intel HD","64","Flash_Storage"
"491","Lenovo","ThinkPad E570","Notebook","15.6","1366x768","4","Windows 10","2.3","565","Intel Core-i3","2.0","Intel HD","128","SSD"
"492","Lenovo","ThinkPad E480","Notebook","14","IPS Panel Full HD 1920x1080","8","Windows 10","1.75","1049","Intel Core-i5","1.6","Intel UHD","256","SSD"
"493","Dell","Precision 3520","Workstation","15.6","IPS Panel Full HD 1920x1080","16","Windows 10","2.17","2338","Intel Core-i7","2.7","Nvidia Quadro","512","SSD"
"494","Dell","XPS 15","Notebook","15.6","Full HD 1920x1080","16","Windows 10","2.06","1899","Intel Core-i7","2.8","Nvidia GeForce","512","SSD"
"495","Lenovo","Thinkpad X270","Ultrabook","12.5","IPS Panel Full HD 1920x1080","16","Windows 10","1.36","1798","Intel Core-i7","2.7","Intel HD","512","SSD"
"496","Asus","Zenbook UX390UA","Ultrabook","12.5","Full HD 1920x1080","16","Windows 10","0.91","1950","Intel Core-i7","2.7","Intel HD","512","SSD"
"497","Lenovo","Thinkpad E570","Notebook","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","2.3","1011.99","Intel Core-i5","2.5","Nvidia GeForce","256","SSD"
"498","Toshiba","Portege X30-D-10L","Ultrabook","13.3","Full HD / Touchscreen 1920x1080","32","Windows 10","1.05","2799","Intel Core-i7","2.7","Intel HD","512","SSD"
"499","Asus","VivoBook Pro","Gaming","15.6","Full HD 1920x1080","8","Windows 10","1.99","1350","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"500","Acer","Aspire 5","Notebook","15.6","1366x768","8","Windows 10","2.2","579","AMD Series","2.5","AMD Radeon","1024","HDD"
"501","Asus","Rog G752VL-UH71T","Gaming","17.3","IPS Panel Full HD / Touchscreen 1920x1080","24","Windows 10","4.33","1269","Intel Core-i7","2.6","Nvidia GeForce","1024","HDD"
"502","Lenovo","Thinkpad X260","Ultrabook","12.5","IPS Panel 1366x768","8","Windows 10","1.3","1099","Intel Core-i5","2.3","Intel HD","180","SSD"
"503","Lenovo","Ideapad 520-15IKBR","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.17","898.9","Intel Core-i7","1.8","Intel UHD","256","SSD"
"504","HP","EliteBook 840","Notebook","14","Full HD 1920x1080","8","Windows 10","1.48","1749","Intel Core-i7","2.8","Intel HD","1024","SSD"
"505","Lenovo","ThinkPad 13","Notebook","13.3","IPS Panel Full HD 1920x1080","8","Windows 10","1.4","949","Intel Core-i3","2.4","Intel HD","256","SSD"
"506","Lenovo","ThinkPad L570","Notebook","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","2.3","911","Intel Core-i5","2.5","Intel HD","256","SSD"
"507","Asus","VivoBook E201NA","Netbook","11.6","1366x768","4","Windows 10 S","1.2","340","Intel","1.1","Intel HD","64","Flash_Storage"
"508","HP","15-BS026nv (i5-7200U/8GB/256GB/Radeon","Notebook","15.6","1366x768","8","Windows 10","1.91","618.99","Intel Core-i5","2.5","AMD Radeon","256","SSD"
"509","Lenovo","Yoga 920-13IKB","2 in 1 Convertible","13.9","IPS Panel Full HD / Touchscreen 1920x1080","8","Windows 10","1.4","1599","Intel Core-i5","1.6","Intel UHD","256","SSD"
"510","Lenovo","IdeaPad 320-14IAP","Notebook","14","1366x768","4","Windows 10","2.1","299","Intel","1.1","Intel HD","500","HDD"
"511","Lenovo","Chromebook N23","Netbook","11.6","1366x768","4","Chrome OS","1.25","265","Intel","1.6","Intel HD","16","SSD"
"512","Lenovo","ThinkPad 13","Notebook","13.3","Full HD 1920x1080","8","Windows 10","1.44","949","Intel Core-i5","2.5","Intel HD","256","SSD"
"513","Asus","ZenBook UX510UX-CN211T","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2","1224","Intel Core-i7","2.7","Intel HD","1024","HDD"
"514","Acer","Aspire A515-51G-59QF","Notebook","15.6","IPS Panel Full HD 1920x1080","4","Windows 10","2.2","613","Intel Core-i5","1.6","Nvidia GeForce","1024","HDD"
"515","HP","Envy 13-AB002nv","Ultrabook","13.3","IPS Panel Full HD 1920x1080","8","Windows 10","1.34","1323","Intel Core-i7","2.7","Intel HD","512","SSD"
"516","Lenovo","Legion Y520-15IKBN","Gaming","15.6","IPS Panel Full HD 1920x1080","8","No OS","2.4","1149","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"517","Dell","XPS 13","Ultrabook","13.3","IPS Panel Full HD / Touchscreen 1920x1080","8","Windows 10","1.29","899","Intel Core-i5","2.5","Intel HD","128","SSD"
"518","Acer","Aspire A515-51G","Notebook","15.6","Full HD 1920x1080","4","Windows 10","2.2","639","Intel Core-i7","2.7","Nvidia GeForce","500","HDD"
"519","Dell","Vostro 5568","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.18","836","Intel Core-i5","2.5","Intel HD","1024","HDD"
"520","Dell","Inspiron 5570","Notebook","15.6","Full HD 1920x1080","16","Windows 10","2.2","1219.24","Intel Core-i7","1.8","AMD Radeon","2048","HDD"
"521","Xiaomi","Mi Notebook","Notebook","15.6","IPS Panel Full HD 1920x1080","16","No OS","1.95","1399.95","Intel Core-i7","1.8","Nvidia GeForce","256","SSD"
"522","Asus","VivoBook E12","Netbook","11.6","1366x768","2","Windows 10","1.1","245","Intel","1.1","Intel HD","32","Flash_Storage"
"523","HP","15-bs190od (i5-8250U/4GB/1TB/W10)","Notebook","15.6","Touchscreen 1366x768","4","Windows 10","2.04","521.47","Intel Core-i5","1.6","Intel UHD","1024","HDD"
"524","Asus","ROG Zephyrus","Gaming","15.6","Full HD 1920x1080","24","Windows 10","2.24","2968","Intel Core-i7","2.8","Nvidia GeForce","512","SSD"
"525","HP","Probook 450","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.04","889","Intel Core-i5","2.5","Nvidia GeForce","256","SSD"
"526","Asus","FX753VE-GC155T (i7-7700HQ/16GB/1TB","Gaming","17.3","Full HD 1920x1080","16","Windows 10","3","1504","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"527","Lenovo","Legion Y720-15IKB","Gaming","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","3.2","1399","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"528","HP","Spectre X360","Ultrabook","13.3","IPS Panel Full HD 1920x1080","8","Windows 10","1.32","1399","Intel Core-i7","2.7","Intel HD","256","SSD"
"529","Dell","Latitude 5480","Notebook","14","Full HD 1920x1080","8","Windows 10","1.64","1279.73","Intel Core-i5","2.6","Intel HD","256","SSD"
"530","HP","ProBook 440","Notebook","15.6","1366x768","4","Windows 10","1.63","689","Intel Core-i3","2","Intel HD","128","SSD"
"531","Dell","Inspiron 5770","Notebook","17.3","IPS Panel Full HD 1920x1080","8","Linux","2.8","889","Intel Core-i5","1.6","AMD Radeon","1024","HDD"
"532","Lenovo","ThinkPad L470","Notebook","14","Full HD 1920x1080","8","Windows 7","2.02","1340","Intel Core-i5","2.3","Intel HD","256","SSD"
"533","Lenovo","IdeaPad 320-15IKB","Notebook","15.6","Full HD 1920x1080","4","Windows 10","2.2","799","Intel Core-i7","2.7","Nvidia GeForce","1024","HDD"
"534","Lenovo","IdeaPad 320-15ISK","Notebook","15.6","1366x768","8","No OS","2.2","459","Intel Core-i3","2","Nvidia GeForce","2048","HDD"
"535","Dell","Inspiron 3567","Notebook","15.6","Full HD 1920x1080","4","Windows 10","2.3","585","Intel Core-i5","2.5","AMD Radeon","500","HDD"
"536","Dell","Latitude 5580","Notebook","15.6","Full HD 1920x1080","8","Windows 10","1.9","1377","Intel Core-i5","2.8","Intel HD","256","SSD"
"537","Dell","Alienware 17","Gaming","17.3","IPS Panel Full HD 1920x1080","16","Windows 10","4.42","3012.77","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"538","Toshiba","Satellite Pro","Notebook","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","2","860","Intel Core-i5","2.5","Intel HD","500","HDD"
"539","Asus","Zenbook UX510UW-FI095T","Notebook","15.6","IPS Panel 4K Ultra HD 3840x2160","8","Windows 10","2","1299","Intel Core-i7","2.7","Nvidia GeForce","1024","HDD"
"540","Mediacom","SmartBook Edge","Notebook","13.3","IPS Panel Full HD 1920x1080","4","Windows 10","1.2","369","Intel","1.1","Intel HD","32","SSD"
"541","Asus","ROG Strix","Gaming","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","2.3","1649","Intel Core-i5","2.5","Nvidia GeForce","1024","HDD"
"542","Dell","Latitude 5580","Notebook","15.6","Full HD 1920x1080","8","Windows 10","1.93","1369","Intel Core-i7","2.8","Nvidia GeForce","256","SSD"
"543","Dell","Inspiron 5570","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.2","797.41","Intel Core-i5","1.6","AMD Radeon","256","SSD"
"544","HP","250 G6","Notebook","15.6","Full HD 1920x1080","4","Windows 10","1.86","398.99","Intel","1.6","Intel HD","256","SSD"
"545","HP","Omen 15-ce006nv","Gaming","17.3","Full HD 1920x1080","12","Windows 10","2.62","1799","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"546","Lenovo","Thinkpad E470","Notebook","14","IPS Panel Full HD 1920x1080","8","Windows 10","1.87","859","Intel Core-i7","2.7","Nvidia GeForce","256","SSD"
"547","Dell","XPS 13","Ultrabook","13.3","Quad HD+ / Touchscreen 3200x1800","8","Windows 10","1.2","1399","Intel Core-i7","1.8","Intel UHD","256","SSD"
"548","Dell","Vostro 5468","Notebook","14","Full HD 1920x1080","4","Windows 10","1.6","735.87","Intel Core-i3","2","Intel HD","128","SSD"
"549","HP","Envy 13-AB020nr","Ultrabook","13.3","IPS Panel Quad HD+ 3200x1800","8","Windows 10","1.34","1145","Intel Core-i7","2.7","Intel HD","256","SSD"
"550","Acer","Aspire 7","Gaming","15.6","Full HD 1920x1080","8","Linux","2.4","798","Intel Core-i5","2.5","Nvidia GeForce","1024","HDD"
"551","Asus","VivoBook X540YA-XX519T","Notebook","15.6","1366x768","4","Windows 10","2","349","AMD Series","1.8","AMD Radeon","500","HDD"
"552","HP","ProBook 450","Notebook","15.6","Full HD 1920x1080","4","Windows 10","2.1","705.5","Intel Core-i3","2.4","Intel HD","128","SSD"
"553","Lenovo","ThinkPad E470","Notebook","14","Full HD 1920x1080","4","Windows 10","1.87","785","Intel Core-i5","2.5","Intel HD","500","HDD"
"554","Lenovo","V310-15ISK (i5-6200U/4GB/1TB/FHD/No","Notebook","15.6","Full HD 1920x1080","4","No OS","2.15","462.35","Intel Core-i5","2.3","Intel HD","1024","HDD"
"555","HP","250 G6","Notebook","15.6","Full HD 1920x1080","4","Windows 10","1.86","397","Intel Core-i3","2","Intel HD","500","HDD"
"556","Lenovo","ThinkPad T570","Notebook","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","1.99","1729","Intel Core-i7","2.7","Intel HD","512","SSD"
"557","Lenovo","IdeaPad 320-15ISK","Notebook","15.6","Full HD 1920x1080","4","Windows 10","2.2","499","Intel Core-i3","2","Intel HD","128","SSD"
"558","Dell","Latitude 5580","Notebook","15.6","Full HD 1920x1080","8","Windows 10","1.9","1116.99","Intel Core-i5","2.5","Intel HD","256","SSD"
"559","Dell","Alienware 17","Gaming","17.3","IPS Panel Full HD 1920x1080","16","Windows 10","4.42","2699","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"560","HP","17-X047na (i3-6006U/8GB/1TB/W10)","Notebook","17.3","1600x900","8","Windows 10","2.65","544.15","Intel Core-i3","2","Intel HD","1024","HDD"
"561","HP","ProBook 470","Notebook","17.3","Full HD 1920x1080","8","Windows 10","2.63","1280","Intel Core-i7","2.7","Nvidia GeForce","1024","HDD"
"562","Asus","A541NA-GO342 (N3350/4GB/500GB/Linux)","Notebook","15.6","1366x768","4","Linux","2","224","Intel","1.1","Intel HD","500","HDD"
"563","Mediacom","SmartBook 130","Notebook","13.3","IPS Panel Full HD 1920x1080","4","Windows 10","1.35","255","Intel","1.44","Intel HD","32","Flash_Storage"
"564","Lenovo","IdeaPad 320-17IKB","Notebook","17.3","1600x900","6","Windows 10","2.8","949","Intel Core-i7","2.7","Nvidia GeForce","1024","HDD"
"565","HP","15-bw007nv (A10-9620P/6GB/128GB/Radeon","Notebook","15.6","IPS Panel Full HD 1920x1080","6","Windows 10","1.91","568.9","AMD Series","2.5","AMD Radeon","128","SSD"
"566","Dell","Vostro 3568","Notebook","15.6","1366x768","4","Windows 10","2.18","617.9","Intel Core-i3","2","AMD Radeon","1024","HDD"
"567","Acer","Spin SP111-31","2 in 1 Convertible","11.6","IPS Panel Full HD / Touchscreen 1920x1080","4","Windows 10","1.25","349","Intel","2.0","Intel HD","32","Flash_Storage"
"568","Lenovo","V330-15IKB (i3-7130U/4GB/128GB/FHD/W10)","Notebook","15.6","Full HD 1920x1080","4","Windows 10","2.05","630","Intel Core-i3","2.7","Intel HD","128","SSD"
"569","HP","EliteBook 1030","Ultrabook","13.3","IPS Panel Quad HD+ / Touchscreen 3200x1800","16","Windows 10","1.16","1965","Intel","1.2","Intel HD","512","SSD"
"570","Lenovo","Thinkpad P71","Notebook","17.3","IPS Panel Full HD 1920x1080","8","Windows 10","3.4","2999","Intel Core-i7","2.8","Nvidia Quadro","256","SSD"
"571","Asus","FX553VD-DM627T (i5-7300HQ/8GB/1TB","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.5","839","Intel Core-i5","2.5","Nvidia GeForce","1024","HDD"
"572","Dell","XPS 13","Ultrabook","13.3","IPS Panel 4K Ultra HD / Touchscreen 3840x2160","8","Windows 10","1.21","1599","Intel Core-i5","1.6","Intel UHD","128","SSD"
"573","Dell","Latitude 5580","Notebook","15.6","1366x768","4","Windows 10","1.93","959","Intel Core-i5","2.6","Intel HD","500","HDD"
"574","Fujitsu","Lifebook A557","Notebook","15.6","1366x768","8","Windows 10","2.2","739","Intel Core-i5","2.5","Intel HD","1024","HDD"
"575","Lenovo","IdeaPad 320-15IAP","Notebook","15.6","Full HD 1920x1080","4","Windows 10","2.2","344","Intel","1.1","Intel HD","500","HDD"
"576","Lenovo","ThinkPad L470","Notebook","14","1366x768","4","Windows 10","2.02","990","Intel Core-i5","2.5","Intel HD","500","HDD"
"577","HP","ZBook 17","Workstation","17.3","1600x900","8","Windows 10","3.14","1860.99","Intel Core-i5","2.8","Nvidia Quadro","500","HDD"
"578","HP","14-am079na (N3710/8GB/2TB/W10)","Notebook","14","1366x768","8","Windows 10","1.94","389","Intel","1.6","Intel HD","2048","HDD"
"579","HP","15-cd005nv (A9-9420/6GB/256GB/Radeon","Notebook","15.6","IPS Panel Full HD 1920x1080","6","Windows 10","1.95","649","AMD Series","3","AMD Radeon","256","SSD"
"580","Lenovo","Thinkpad E570","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.3","830","Intel Core-i5","2.5","Intel HD","256","SSD"
"581","Lenovo","V330-15IKB (i5-8250U/4GB/500GB/FHD/W10)","Notebook","15.6","Full HD 1920x1080","4","Windows 10","2.05","685","Intel Core-i5","1.6","Intel HD","500","HDD"
"582","Mediacom","SmartBook 141","Notebook","14","Full HD 1920x1080","4","Windows 10","1.4","249","Intel","1.44","Intel HD","32","SSD"
"583","Toshiba","Tecra X40-D-10H","Ultrabook","14","Full HD / Touchscreen 1920x1080","16","Windows 10","1.24","1865","Intel Core-i7","2.7","Intel HD","512","SSD"
"584","Lenovo","IdeaPad Y910-17ISK","Gaming","17.3","IPS Panel Full HD 1920x1080","32","Windows 10","4.6","2663","Intel Core-i7","2.7","Nvidia GeForce","1024","HDD"
"585","MSI","GT73VR Titan","Gaming","17.3","Full HD 1920x1080","16","Windows 10","4.14","2729","Intel Core-i7","2.9","Nvidia GeForce","1536","Hybrid"
"586","Dell","Inspiron 3567","Notebook","15.6","Full HD 1920x1080","8","Linux","2.2","749.01","Intel Core-i7","2.7","AMD Radeon","256","SSD"
"587","Mediacom","SmartBook Edge","Notebook","14","IPS Panel Full HD 1920x1080","4","Windows 10","1.45","389","Intel","1.1","Intel HD","32","SSD"
"588","Dell","Latitude 5580","Notebook","15.6","1366x768","8","Windows 10","1.9","1008.52","Intel Core-i5","2.6","Intel HD","500","HDD"
"589","HP","ProBook 430","Notebook","13.3","Full HD 1920x1080","4","Windows 10","1.49","719","Intel Core-i3","2.4","Intel HD","128","SSD"
"590","Dell","Latitude 5580","Notebook","15.6","Full HD 1920x1080","16","Windows 10","1.93","1537.39","Intel Core-i7","2.8","Nvidia GeForce","256","SSD"
"591","Dell","Chromebook 11","Netbook","11.6","1366x768","4","Chrome OS","1.26","295","Intel","1.6","Intel HD","16","Flash_Storage"
"592","MSI","GT80S 6QE","Gaming","17.3","Full HD 1920x1080","16","Windows 10","4.5","2349","Intel Core-i7","2.7","Nvidia GeForce","1024","HDD"
"593","HP","Omen 17-AN010nv","Gaming","17.3","IPS Panel Full HD 1920x1080","16","Windows 10","3.78","1498","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"594","Lenovo","Thinkpad T460s","Ultrabook","14","IPS Panel Full HD 1920x1080","12","Windows 10","1.4","1673","Intel Core-i7","2.6","Intel HD","256","SSD"
"595","Lenovo","Ideapad 320-15IKBR","Notebook","15.6","Touchscreen 1366x768","12","Windows 10","2.2","609","Intel Core-i7","1.8","Intel HD","1024","HDD"
"596","Asus","ROG Strix","Gaming","17.3","IPS Panel Full HD 1920x1080","8","Windows 10","2.73","1770","Intel Core-i5","2.5","Nvidia GeForce","1024","HDD"
"597","Asus","TP501UA-CJ131T (i5-7200U/8GB/1TB/W10)","2 in 1 Convertible","15.6","Touchscreen 1366x768","8","Windows 10","2.2","739","Intel Core-i5","2.5","Intel HD","1024","HDD"
"598","Lenovo","IdeaPad 320-15ABR","Notebook","15.6","Full HD 1920x1080","12","Windows 10","2.2","949","AMD Series","3.6","AMD Radeon","512","SSD"
"599","Dell","Inspiron 3179","2 in 1 Convertible","11.6","Touchscreen 1366x768","4","Windows 10","1.39","603","Intel","1.0","Intel HD","128","SSD"
"600","Samsung","Notebook Odyssey","Notebook","15.6","Full HD 1920x1080","16","Windows 10","2.5","1699","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"601","Lenovo","V320-17ISK (i3-6006U/4GB/500GB/FHD/No","Notebook","17.3","Full HD 1920x1080","4","No OS","2.8","529","Intel Core-i3","2","Intel HD","500","HDD"
"602","Lenovo","IdeaPad 110-15ISK","Notebook","15.6","1366x768","8","Windows 10","2.29","459","Intel Core-i3","2.3","Intel HD","1024","HDD"
"603","Lenovo","ThinkPad Yoga","2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","8","Windows 10","1.37","2025","Intel Core-i7","2.7","Intel HD","512","SSD"
"604","Lenovo","Thinkpad T470p","Notebook","14","IPS Panel Full HD 1920x1080","8","Windows 10","1.7","1474","Intel Core-i5","2.5","Intel HD","256","SSD"
"605","Dell","Latitude 5289","2 in 1 Convertible","12.5","Full HD / Touchscreen 1920x1080","8","Windows 10","1.34","1670","Intel Core-i5","2.5","Intel HD","256","SSD"
"606","Dell","Precision 3520","Workstation","15.6","Full HD / Touchscreen 1920x1080","8","Windows 10","2.06","1763","Intel Core-i7","2.8","Nvidia Quadro","256","SSD"
"607","HP","EliteBook 850","Notebook","15.6","Full HD 1920x1080","8","Windows 10","1.84","1219","Intel Core-i7","2.7","Intel HD","256","SSD"
"608","HP","ProBook 450","Notebook","15.6","1366x768","4","Windows 10","2.1","668.48","Intel Core-i3","2.4","Intel HD","500","HDD"
"609","Acer","Aspire 1","Notebook","14","Full HD 1920x1080","4","Windows 10","1.6","329","Intel","1.1","Intel HD","32","Flash_Storage"
"610","MSI","Laptop MSI","Gaming","17.3","Full HD 1920x1080","16","Windows 10","4.14","2199","Intel Core-i7","2.7","Nvidia GeForce","1024","HDD"
"611","Dell","Vostro 3568","Notebook","15.6","1366x768","4","Linux","2.18","465","Intel Core-i3","2","AMD Radeon","1024","HDD"
"612","MSI","GS63VR 7RF","Gaming","15.6","4K Ultra HD 3840x2160","16","Windows 10","1.8","2299","Intel Core-i7","2.8","Nvidia GeForce","2304","Hybrid"
"613","Toshiba","Tecra Z50-C-144","Notebook","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","2.2","1399","Intel Core-i7","2.5","Intel HD","256","SSD"
"614","Lenovo","IdeaPad 310-15IKB","Notebook","15.6","Full HD 1920x1080","6","Windows 10","2.4","564","Intel Core-i5","2.5","Intel HD","1024","HDD"
"615","Lenovo","Yoga 720-15IKB","2 in 1 Convertible","15.6","IPS Panel Full HD / Touchscreen 1920x1080","8","Windows 10","2","1299","Intel Core-i7","2.8","Intel HD","256","SSD"
"616","Acer","Swift SF114-31-P5HY","Notebook","14","1366x768","4","Windows 10","1.6","349","Intel","1.6","Intel HD","128","Flash_Storage"
"617","Lenovo","Thinkpad P51","Notebook","15.6","IPS Panel 4K Ultra HD 3840x2160","32","Windows 10","2.5","4899","Intel Xeon","3.1","Nvidia Quadro","1024","SSD"
"618","Dell","Inspiron 7559","Gaming","15.6","Full HD 1920x1080","16","Windows 10","2.59","879.01","Intel Core-i7","2.6","Nvidia GeForce","1024","HDD"
"619","Dell","Vostro 3568","Notebook","15.6","1366x768","4","Linux","2.18","443.9","Intel Core-i3","2.0","Intel HD","1024","HDD"
